"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-06-05","101.0","-1.11","5.45","deGrom, Jacob",630105,594798,"single","hit_into_play",,,,,"6","Jake Cronenworth singles on a line drive to right fielder Billy McKinney.","R","L","R","SD","NYM","X","9","line_drive","0","0",2021,"-0.81","1.33","0.51","2.31",,,,"1","4","Bot",155.38,66.12,,,"621512",,,6.514711900149482,-146.69466339365286,-6.54920381546499,-13.36566893845074,39.01594268854759,-11.66928140203395,"3.37","1.53","305","95.4","19","101.4","2551","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.59","0.38","0.41","0.9","1","1","0","4","28","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","217","0.03","0.262"
"FF","2021-06-05","101.4","-0.98","5.46","deGrom, Jacob",592518,594798,"strikeout","swinging_strike",,,,,"14","Manny Machado strikes out swinging.","R","R","R","SD","NYM","S","2",,"1","2",2021,"-0.73","1.52","1.14","1.95",,,,"0","4","Bot",,,,,"621512",,,7.760644220785306,-147.19125577580047,-8.1786655299921,-12.595719426974611,37.958690159508784,-8.235377503041702,"3.49","1.6",,,,"101.9","2619","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.59",,,"0","1","0","0",,"27","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","214","-0.027","-0.173"
"SL","2021-06-05","92.6","-1.09","5.53","deGrom, Jacob",592518,594798,,"foul",,,,,"9","Manny Machado strikes out swinging.","R","R","R","SD","NYM","S",,,"1","1",2021,"0.49","0.13","0.68","1.90",,,,"0","4","Bot",,,,,"621512",,,3.4868293255727343,-134.83982497897716,-3.840709907109422,5.280571891808088,27.791329336541047,-29.955949691723177,"3.49","1.6","1","62.8","-69","93.8","2575","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.64",,,,,,,,"27","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","169","0","-0.057"
"FF","2021-06-05","100.8","-1.15","5.45","deGrom, Jacob",592518,594798,,"foul",,,,,"6","Manny Machado strikes out swinging.","R","R","R","SD","NYM","S",,,"1","0",2021,"-0.85","1.41","0.51","2.21",,,,"0","4","Bot",,,,,"621512",,,6.7145863596340005,-146.37987167719777,-7.012703564365437,-13.947571700168725,39.960233457533754,-10.395132781335118,"3.49","1.6",,,,"101.1","2524","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.55",,,,,,,,"27","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","222","0","-0.049"
"SL","2021-06-05","92.6","-1.13","5.55","deGrom, Jacob",592518,594798,,"ball",,,,,"14","Manny Machado strikes out swinging.","R","R","R","SD","NYM","B",,,"0","0",2021,"0.2","0.31","1.31","0.71",,,,"0","4","Bot",,,,,"621512",,,5.836310863180115,-134.5981295519008,-7.303684037612389,1.1475016624767216,29.34554590894642,-26.966504740621538,"3.52","1.59",,,,"93.5","2532","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.61",,,,,,,,"27","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","175","0","0.038"
"SL","2021-06-05","92.0","-1.2","5.52","deGrom, Jacob",595777,594798,"strikeout","swinging_strike",,,,,"14","Jurickson Profar strikes out swinging.","R","L","R","SD","NYM","S","2",,"1","2",2021,"0.22","0.33","0.84","1.17",,,,"2","3","Bot",,,,,"621512",,,4.721492482408337,-133.92220776792718,-6.032225565321265,1.762639363742433,26.71569284821169,-27.10977404874239,"3.37","1.53",,,,"93.3","2629","6.8",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.65",,,"0","1","0","0",,"21","4","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","147","-0.012","-0.073"
"SL","2021-06-05","92.9","-1.07","5.55","deGrom, Jacob",595777,594798,,"called_strike",,,,,"5","Jurickson Profar strikes out swinging.","R","L","R","SD","NYM","S",,,"1","1",2021,"0.37","0.32","0.22","2.61",,,,"2","3","Bot",,,,,"621512",,,2.526905872606102,-135.32398616896847,-2.5069782789151285,4.0016407208075595,27.307276823227465,-27.89471945346509,"3.13","1.49",,,,"93.9","2608","6.7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.83",,,,,,,,"21","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","161","0","-0.027"
"FF","2021-06-05","100.4","-1.23","5.44","deGrom, Jacob",595777,594798,,"foul",,,,,"13","Jurickson Profar strikes out swinging.","R","L","R","SD","NYM","S",,,"1","0",2021,"-0.81","1.32","-0.23","1.41",,,,"2","3","Bot",,,,,"621512",,,4.7495543071969735,-145.89835283702013,-9.009895377729167,-12.680844513387719,37.23967757128831,-11.337972799704847,"3.37","1.53",,,,"101.4","2477","7.1",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.41",,,,,,,,"21","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","216","0","-0.02"
"FF","2021-06-05","100.4","-1.16","5.45","deGrom, Jacob",595777,594798,,"ball",,,,,"14","Jurickson Profar strikes out swinging.","R","L","R","SD","NYM","B",,,"0","0",2021,"-0.86","1.27","2.01","2.06",,,,"2","3","Bot",,,,,"621512",,,10.958624980057541,-145.62690118144465,-7.064980471058515,-14.966148901582361,36.06207862839658,-12.536419405245898,"3.26","1.62",,,,"101.4","2452","7.1",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.37",,,,,,,,"21","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","215","0","0.016"
"FF","2021-06-05","101.0","-1.26","5.46","deGrom, Jacob",605397,594798,"field_out","hit_into_play",,,,,"9","Joe Musgrove grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","SD","NYM","X","6","ground_ball","1","0",2021,"-0.67","1.48","0.79","2.16",,,,"1","3","Bot",105.98,145.87,,,"621512",,,7.400594732942278,-146.7184980071222,-7.432249536635535,-11.5868039127386,37.71055462298135,-9.152184626550174,"3.58","1.68","7","67.1","-17","101.7","2660","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.54","0.043","0.039","0","1","0","0","2","20","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Strategic","218","-0.017","-0.189"
"FF","2021-06-05","101.5","-1.13","5.38","deGrom, Jacob",605397,594798,,"ball",,,,,"14","Joe Musgrove grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","SD","NYM","B",,,"0","0",2021,"-0.98","1.37","1.87","0.17",,,,"1","3","Bot",,,,,"621512",,,10.856900653176309,-146.8149095758941,-12.590087264022713,-16.899087257664352,38.40208895912673,-9.259399436652103,"3.51","1.75",,,,"102","2455","7.1",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.39",,,,,,,,"20","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Strategic","Standard","216","0","0.026"
"FF","2021-06-05","99.9","-1.21","5.44","deGrom, Jacob",605170,594798,"field_out","hit_into_play",,,,,"6","Victor Caratini flies out to left fielder Dominic Smith.","R","L","R","SD","NYM","X","7","fly_ball","1","0",2021,"-0.82","1.39","0.32","2.22",,,,"0","3","Bot",71.59,99.42,,,"621512",,,6.219560129381831,-145.22906651651368,-6.7748673361957,-13.055036058612927,36.87191917038282,-11.154947794057597,"3.41","1.56","282","90.0","41","100.6","2414","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.58","0.006","0.01","0","1","0","0","3","19","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","219","-0.025","-0.279"
"FF","2021-06-05","99.8","-1.23","5.46","deGrom, Jacob",605170,594798,,"ball",,,,,"14","Victor Caratini flies out to left fielder Dominic Smith.","R","L","R","SD","NYM","B",,,"0","0",2021,"-0.7","1.47","1.58","1.92",,,,"0","3","Bot",,,,,"621512",,,9.478656858019031,-144.83660209420336,-7.855530143710576,-12.172003762973409,36.17295018668246,-9.764582600152396,"3.23","1.52",,,,"100.5","2450","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.52",,,,,,,,"19","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","215","0","0.038"
"SL","2021-06-05","92.8","-1.06","5.57","deGrom, Jacob",672779,594798,"field_out","hit_into_play",,,,,"9","Tucupita Marcano grounds out to pitcher Jacob deGrom.","R","L","R","SD","NYM","X","1","ground_ball","1","1",2021,"0.37","0.46","0.69","2.09","665487",,,"2","2","Bot",141.33,182.83,,,"621512",,,3.7361516507723427,-135.17507482374867,-4.209011049519484,3.746722210525513,27.81359778992632,-25.80489430674094,"3.37","1.53","3","61.9","-38","94.3","2632","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.53","0.1","0.091","0","1","0","0","2","15","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","157","-0.039","-0.341"
"FF","2021-06-05","101.1","-1.24","5.4","deGrom, Jacob",672779,594798,,"foul",,,,,"1","Tucupita Marcano grounds out to pitcher Jacob deGrom.","R","L","R","SD","NYM","S",,,"1","0",2021,"-1.15","1.24","-0.74","2.83","665487",,,"2","2","Bot",,,,,"621512",,,4.1883298098603845,-147.04229297315743,-4.833192900181283,-17.678250531531848,37.007889468553664,-13.216613443133648,"3.37","1.53","246","80.3","26","101.9","2543","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.63",,,,,,,,"15","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","219","0","-0.038"
"FF","2021-06-05","101.9","-1.1","5.4","deGrom, Jacob",672779,594798,,"ball",,,,,"14","Tucupita Marcano grounds out to pitcher Jacob deGrom.","R","L","R","SD","NYM","B",,,"0","0",2021,"-0.99","1.37","0.71","1.36","665487",,,"2","2","Bot",,,,,"621512",,,7.592948693253196,-147.94543918378236,-9.455847167008056,-16.40924730157372,37.393224547352894,-9.904003181521606,"3.32","1.54",,,,"102.9","2559","7.1",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.41",,,,,,,,"15","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","219","0","0.011"
"FF","2021-06-05","100.9","-1.23","5.45","deGrom, Jacob",571976,594798,"field_out","hit_into_play",,,,,"9","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","X","6","ground_ball","2","2",2021,"-0.66","1.43","0.37","2.00",,"665487",,"1","2","Bot",115.54,138.68,,,"621512",,,6.115785539426325,-146.64735753996214,-7.73552736011829,-11.006167099224058,35.82681022764069,-9.93272099461902,"3.49","1.6","13","99.5","-8","102.1","2450","7.1",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.4","0.24","0.216","0","1","0","0","2","14","9","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","215","-0.032","-0.273"
"CH","2021-06-05","93.7","-0.99","5.44","deGrom, Jacob",571976,594798,,"blocked_ball",,,,,"14","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","B",,,"1","2",2021,"-1.2","0.44","0.21","0.33",,"665487",,"1","2","Bot",,,,,"621512",,,5.849827017625654,-136.17383876778996,-8.533515542354706,-16.254237373779794,29.697553609292516,-25.060379334268113,"3.17","1.41",,,,"95","1709","7.1",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.39",,,,,,,,"14","8","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","234","0","0.047"
"FF","2021-06-05","100.5","-1.06","5.5","deGrom, Jacob",571976,594798,,"foul",,,,,"1","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","S",,,"1","2",2021,"-0.49","1.48","-0.29","3.18",,"665487",,"1","2","Bot",,,,,"621512",,,3.3434499352493225,-146.18781698632932,-4.5704305634165205,-7.840197390796684,36.99555520568204,-10.173294895861208,"3.49","1.6","275","82.6","33","101.2","2389","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.62",,,,,,,,"14","7","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","217","0","0"
"FF","2021-06-05","101.4","-1.03","5.43","deGrom, Jacob",571976,594798,,"foul",,,,,"14","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","S",,,"1","2",2021,"-0.82","1.47","0.94","2.03",,"665487",,"1","2","Bot",,,,,"621512",,,7.583852144531977,-147.3844139201582,-7.812781921153472,-13.761591676152323,34.93270419620497,-9.083655969626536,"3.49","1.6","266","88.2","20","102.7","2569","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.47",,,,,,,,"14","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","214","0","0"
"SL","2021-06-05","91.3","-1.16","5.52","deGrom, Jacob",571976,594798,,"foul",,,,,"14","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","S",,,"1","2",2021,"0.47","0.06","0.91","2.24",,"665487",,"1","2","Bot",,,,,"621512",,,4.235848434493731,-132.9552405641923,-2.570416592244363,4.658727563729785,27.96840921901383,-31.087391380406146,"3.49","1.6","2","69.9","-48","92.5","2689","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.57",,,,,,,,"14","5","Slider","0","0","0","0","0","0","0","0","Standard","Standard","120","0","0"
"FF","2021-06-05","101.6","-1.11","5.45","deGrom, Jacob",571976,594798,,"foul",,,,,"14","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","S",,,"1","2",2021,"-0.83","1.48","1.05","2.15",,"665487",,"1","2","Bot",,,,,"621512",,,8.131507340117569,-147.57120707814926,-7.578678204591792,-14.038159736361841,36.49859554200019,-8.825459656295786,"3.49","1.6","226","75.7","35","102.7","2558","7.1",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.4",,,,,,,,"14","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","216","0","0"
"SL","2021-06-05","92.8","-1.2","5.47","deGrom, Jacob",571976,594798,,"blocked_ball",,,,,"14","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","B",,,"0","2",2021,"0.33","0.36","1.35","0.25",,"665487",,"1","2","Bot",,,,,"621512",,,5.887169328921609,-134.95495578053752,-8.49574474835446,2.9417638381245452,26.181337700333877,-26.292360106234412,"3.2","1.42",,,,"94.3","2632","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.54",,,,,,,,"14","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","187","0","0.038"
"FF","2021-06-05","100.9","-1.25","5.49","deGrom, Jacob",571976,594798,,"foul",,,,,"6","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","S",,,"0","1",2021,"-0.76","1.39","0.34","2.19",,"665487",,"1","2","Bot",,,,,"621512",,,6.311743617233633,-146.66900543160432,-7.208486836882917,-12.473262299623867,35.33837428824559,-10.577816372422644,"3.49","1.6","318","95.6","35","102","2521","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.49",,,,,,,,"14","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","217","0","-0.079"
"FF","2021-06-05","101.3","-1.31","5.5","deGrom, Jacob",571976,594798,,"swinging_strike",,,,,"5","Wil Myers grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.   Fernando Tatis Jr.  to 3rd.","R","R","R","SD","NYM","S",,,"0","0",2021,"-0.79","1.36","-0.15","2.48",,"665487",,"1","2","Bot",,,,,"621512",,,5.1938147247150255,-147.30443207687375,-6.423889022842148,-12.8147779490275,36.02341962320345,-11.012814871303785,"3.49","1.6",,,,"102.1","2535","6.8",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.65",,,,,,,,"14","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","222","0","-0.046"
"FF","2021-06-05","100.8","-1.25","5.46","deGrom, Jacob",543333,594798,"field_out","hit_into_play",,,,,"6","Eric Hosmer flies out to left fielder Dominic Smith.","R","L","R","SD","NYM","X","7","fly_ball","0","0",2021,"-0.89","1.27","0.69","2.68",,"665487",,"0","2","Bot",92.92,114.65,,,"621512",,,7.625624436514905,-146.53973820554958,-5.463417116179585,-14.692743576479046,35.21237685889617,-12.795992158126532,"3.55","1.63","228","75.5","49","102","2552","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.48","0.094","0.101","0","1","0","0","3","13","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","219","-0.044","-0.384"
"FF","2021-06-05","100.0","-1.18","5.52","deGrom, Jacob",665487,594798,"double","hit_into_play",,,,,"14","Fernando Tatis Jr.  doubles (9) on a ground ball to right fielder Billy McKinney.","R","R","R","SD","NYM","X","9","ground_ball","0","0",2021,"-0.58","1.4","1.16","2.10",,,,"0","2","Bot",192.14,130.62,,,"621512",,,7.8872565348354975,-145.16337700614216,-7.386284871200661,-10.151768930726991,36.78567673574486,-10.760546551984067,"3.49","1.6","126","75.6","11","100.6","2445","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.55","0.314","0.283","1.25","1","1","1","4","12","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","210","0.065","0.639"
"SL","2021-06-05","92.8","-0.95","5.6","deGrom, Jacob",630105,594798,"strikeout","swinging_strike",,,,,"14","Jake Cronenworth strikes out swinging.","R","L","R","SD","NYM","S","2",,"0","2",2021,"0.44","0.42","1.04","1.25",,,,"2","1","Bot",,,,,"621512",,,4.1707722421645155,-135.09867328115524,-6.343640743032053,4.523844935911096,28.899136407757524,-25.878630956174337,"3.37","1.53",,,,"94.1","2615","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.52",,,"0","1","0","0",,"7","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","151","-0.01","-0.061"
"FF","2021-06-05","100.4","-1.32","5.49","deGrom, Jacob",630105,594798,,"foul",,,,,"1","Jake Cronenworth strikes out swinging.","R","L","R","SD","NYM","S",,,"0","1",2021,"-0.85","1.44","-0.42","2.94",,,,"2","1","Bot",,,,,"621512",,,4.557226818622232,-146.12253059856334,-5.142396742338376,-13.231116522172577,36.022534207606554,-10.610098102668905,"3.37","1.53","226","81.1","22","101.1","2622","6.8",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.72",,,,,,,,"7","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","215","0","-0.024"
"FF","2021-06-05","100.0","-1.18","5.48","deGrom, Jacob",630105,594798,,"called_strike",,,,,"14","Jake Cronenworth strikes out swinging.","R","L","R","SD","NYM","S",,,"0","0",2021,"-0.9","1.36","0.91","1.71",,,,"2","1","Bot",,,,,"621512",,,7.987384312068841,-145.25797881591677,-8.268756476589257,-14.706006310018315,35.12262507860355,-11.174867639103645,"3.39","1.52",,,,"101","2583","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.5",,,,,,,,"7","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","214","0","-0.018"
"FF","2021-06-05","99.7","-1.16","5.51","deGrom, Jacob",592518,594798,"strikeout","called_strike",,,,,"14","Manny Machado called out on strikes.","R","R","R","SD","NYM","S","2",,"0","2",2021,"-0.71","1.39","1.03","1.97",,,,"1","1","Bot",,,,,"621512",,,7.782019433271858,-144.77182751999752,-7.673647734786443,-11.79946335069567,34.4126360539353,-10.917702760415017,"3.68","1.68",,,,"100.6","2583","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.57",,,"0","1","0","0",,"6","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","212","-0.016","-0.101"
"FF","2021-06-05","99.8","-1.08","5.5","deGrom, Jacob",592518,594798,,"foul",,,,,"3","Manny Machado called out on strikes.","R","R","R","SD","NYM","S",,,"0","2",2021,"-0.57","1.44","0.62","3.53",,,,"1","1","Bot",,,,,"621512",,,6.08010276736671,-145.281357820809,-3.4731424690599773,-9.43219449680917,34.148694139986915,-11.108307096914313,"3.49","1.6","272","79.6","45","100.9","2582","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.62",,,,,,,,"6","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","214","0","0"
"FF","2021-06-05","99.9","-1.1","5.55","deGrom, Jacob",592518,594798,,"swinging_strike",,,,,"12","Manny Machado called out on strikes.","R","R","R","SD","NYM","S",,,"0","1",2021,"-0.6","1.42","0.73","3.89",,,,"1","1","Bot",,,,,"621512",,,6.532360108554009,-145.32991160228963,-2.5549844821996874,-10.005147290978803,34.057339783008686,-11.594351776402169,"3.49","1.6",,,,"101.1","2567","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.57",,,,,,,,"6","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","208","0","-0.035"
"FF","2021-06-05","100.0","-1.09","5.57","deGrom, Jacob",592518,594798,,"swinging_strike",,,,,"5","Manny Machado called out on strikes.","R","R","R","SD","NYM","S",,,"0","0",2021,"-0.81","1.48","-0.10","2.84",,,,"1","1","Bot",,,,,"621512",,,4.686038245999416,-145.48485296565795,-5.679154093135206,-12.589798170050054,35.191490806809654,-10.099810824967753,"3.49","1.6",,,,"101.2","2563","7",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.5",,,,,,,,"6","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","212","0","-0.027"
"FF","2021-06-05","99.6","-1.35","5.48","deGrom, Jacob",595777,594798,"field_out","hit_into_play",,,,,"7","Jurickson Profar flies out to left fielder Dominic Smith.","R","L","R","SD","NYM","X","7","fly_ball","1","0",2021,"-0.86","1.29","-0.61","1.83",,,,"0","1","Bot",93.53,90.33,,,"621512",,,4.084725713005383,-144.8572565791381,-7.698164508442404,-13.028606751119858,36.31046570232792,-12.404495049640412,"3.37","1.53","283","87.5","45","100.3","2498","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.63","0.006","0.007","0","1","0","0","3","5","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","214","-0.021","-0.279"
"FF","2021-06-05","100.0","-1.27","5.51","deGrom, Jacob",595777,594798,,"ball",,,,,"13","Jurickson Profar flies out to left fielder Dominic Smith.","R","L","R","SD","NYM","B",,,"0","0",2021,"-0.86","1.43","-0.56","0.89",,,,"0","1","Bot",,,,,"621512",,,4.052197578240816,-145.2798689928904,-10.796587035750656,-13.181260484227415,35.803938946624754,-9.56124049907601,"3.21","1.51",,,,"100.8","2562","6.9",633821,594798,"621512","624413","663905","606299","596019","642086","607680","641856","53.56",,,,,,,,"5","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","212","0","0.038"
"FF","2021-05-31","100.3","-1.24","5.47","deGrom, Jacob",606466,594798,"strikeout","swinging_strike",,,,,"11","Ketel Marte strikes out swinging.","R","L","R","ARI","NYM","S","2",,"1","2",2021,"-0.68","1.23","-0.12","3.78",,,,"2","6","Bot",,,,,"543510",,,4.754758541576963,-145.9859093855893,-2.2542715899704704,-10.793479844331628,34.416040718259126,-14.27829728265775,"3.41","1.56",,,,"101.5","2523","6.9",633926,594798,"543510","624413","606299","542340","596019","642086","592863","641856","53.55",,,"0","1","0","0",,"46","4","4-Seam Fastball","0","3","0","3","3","0","0","3","Infield shift","Standard","212","-0.01","-0.073"
"CH","2021-05-31","92.3","-1.17","5.49","deGrom, Jacob",606466,594798,,"foul",,,,,"4","Ketel Marte strikes out swinging.","R","L","R","ARI","NYM","S",,,"1","1",2021,"-0.88","0.88","-0.44","2.20",,,,"2","6","Bot",,,,,"543510",,,3.819767740172885,-134.26258981820553,-4.502500524585422,-11.477670371311635,30.106539201300375,-20.721668657465838,"3.41","1.56","3","64.3","-42","93.2","1570","6.9",633926,594798,"543510","624413","606299","542340","596019","642086","592863","641856","53.57",,,,,,,,"46","3","Changeup","0","3","0","3","3","0","0","3","Infield shift","Standard","228","0","-0.027"
"CU","2021-05-31","84.6","-1.14","5.62","deGrom, Jacob",606466,594798,,"called_strike",,,,,"14","Ketel Marte strikes out swinging.","R","L","R","ARI","NYM","S",,,"1","0",2021,"0.56","-0.37","0.72","1.61",,,,"2","6","Bot",,,,,"543510",,,3.2566983119545565,-123.19972209499025,-2.304094146198206,5.120068366089745,24.018959830250793,-35.669640180745844,"3.54","1.82",,,,"85.6","2659","6.9",633926,594798,"543510","624413","606299","542340","596019","642086","592863","641856","53.63",,,,,,,,"46","2","Curveball","0","3","0","3","3","0","0","3","Infield shift","Standard","77","0","-0.02"
"FF","2021-05-31","99.8","-1.2","5.5","deGrom, Jacob",606466,594798,,"ball",,,,,"1","Ketel Marte strikes out swinging.","R","L","R","ARI","NYM","B",,,"0","0",2021,"-0.97","1.44","-0.60","3.64",,,,"2","6","Bot",,,,,"543510",,,3.9971830855745054,-145.18456749870302,-3.1156661695603733,-14.662426676619157,36.942428656114,-11.369861478999086,"3.54","1.75",,,,"100.6","2551","7",633926,594798,"543510","624413","606299","542340","596019","642086","592863","641856","53.55",,,,,,,,"46","1","4-Seam Fastball","0","3","0","3","3","0","0","3","Infield shift","Standard","219","0","0.016"
"FF","2021-05-31","99.2","-1.23","5.51","deGrom, Jacob",668942,594798,"field_out","hit_into_play",,,,,"3","Josh Rojas grounds out, second baseman Jose Peraza to first baseman Pete Alonso.","R","L","R","ARI","NYM","X","4","ground_ball","0","0",2021,"-0.64","1.39","0.49","3.34",,,,"1","6","Bot",159.64,143.29,,,"543510",,,6.303461771745299,-144.30985405942693,-3.796484038795186,-10.514000858348684,35.50155613130067,-12.128587587774637,"3.41","1.56","52","97.2","0","100.2","2615","7",633926,594798,"543510","624413","606299","542340","596019","642086","592863","641856","53.51","0.397","0.357","0","1","0","0","2","45","1","4-Seam Fastball","0","3","0","3","3","0","0","3","Infield shift","Standard","215","-0.017","-0.163"
