"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-06-21","99.5","-1.18","5.42","deGrom, Jacob",663586,594798,,"ball",,,,,"7","Austin Riley grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.","R","R","R","NYM","ATL","B",,,"0","0",2021,"-0.76","1.24","-0.49","1.64",,,,"1","2","Top",,,,,"621512",,,3.704924527426059,-144.90886004446952,-8.09145545851543,-11.604516706672042,25.07773808295862,-13.045027385286462,"3.44","1.73",,,,"101.5","2382","6.8",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.75",,,,,,,,"9","1","4-Seam Fastball","1","0","0","1","0","1","0","1","Infield shift","Standard","220","0","0.026"
"SL","2021-06-21","92.1","-1.12","5.58","deGrom, Jacob",501659,594798,"strikeout","swinging_strike",,,,,"14","Abraham Almonte strikes out swinging.","R","L","R","NYM","ATL","S","2",,"2","2",2021,"0.22","0.41","0.92","1.45",,,,"0","2","Top",,,,,"621512",,,4.727003541232607,-134.04154698782773,-5.6052820839457365,1.7093532502169138,26.697509730682626,-26.237218361838792,"3.3","1.5",,,,"92.8","2579","6.5",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.97",,,"0","1","0","0",,"8","5","Slider","1","0","0","1","0","1","0","1","Infield shift","Standard","137","0.028","-0.216"
"SL","2021-06-21","91.0","-1.13","5.61","deGrom, Jacob",501659,594798,,"swinging_strike",,,,,"14","Abraham Almonte strikes out swinging.","R","L","R","NYM","ATL","S",,,"2","1",2021,"0.42","0.2","0.84","1.08",,,,"0","2","Top",,,,,"621512",,,4.082961987385998,-132.50030639347608,-5.95390177409421,4.142989446072666,26.566188042810843,-28.83657693032925,"3.3","1.5",,,,"92","2578","6.7",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.79",,,,,,,,"8","4","Slider","1","0","0","1","0","1","0","1","Infield shift","Standard","124","0","-0.066"
"FF","2021-06-21","98.9","-1.24","5.43","deGrom, Jacob",501659,594798,,"ball",,,,,"12","Abraham Almonte strikes out swinging.","R","L","R","NYM","ATL","B",,,"1","1",2021,"-0.75","1.35","1.95","2.65",,,,"0","2","Top",,,,,"621512",,,10.513797878722968,-143.6957526737191,-5.404985246869354,-12.537788332391813,27.53098374201606,-12.293320843699279,"3.25","1.66",,,,"100.3","2292","6.8",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.72",,,,,,,,"8","3","4-Seam Fastball","1","0","0","1","0","1","0","1","Infield shift","Standard","217","0","0.052"
"FF","2021-06-21","99.5","-1.37","5.43","deGrom, Jacob",501659,594798,,"ball",,,,,"12","Abraham Almonte strikes out swinging.","R","L","R","NYM","ATL","B",,,"0","1",2021,"-0.72","1.37","1.48","2.49",,,,"0","2","Top",,,,,"621512",,,9.612035767396893,-144.5928478974472,-5.956135034478524,-12.323976147227498,32.105282202297616,-11.649623096832428,"3.25","1.66",,,,"100.5","2352","6.8",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.69",,,,,,,,"8","2","4-Seam Fastball","1","0","0","1","0","1","0","1","Infield shift","Standard","216","0","0.027"
"FF","2021-06-21","98.9","-1.33","5.53","deGrom, Jacob",501659,594798,,"called_strike",,,,,"3","Abraham Almonte strikes out swinging.","R","L","R","NYM","ATL","S",,,"0","0",2021,"-0.73","1.26","0.75","2.80",,,,"0","2","Top",,,,,"621512",,,7.451510503127612,-143.89650439970313,-5.035444644738972,-11.826133491351875,30.59308258388073,-13.612660047543052,"3.2","1.6",,,,"100","2275","6.7",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.76",,,,,,,,"8","1","4-Seam Fastball","1","0","0","1","0","1","0","1","Infield shift","Standard","217","0","-0.038"
"SL","2021-06-21","90.9","-1.05","5.56","deGrom, Jacob",645277,594798,"strikeout","swinging_strike_blocked",,,,,"14","Ozzie Albies strikes out swinging.","R","L","R","NYM","ATL","S","2",,"0","2",2021,"0.53","0.26","1.36","0.75",,,,"2","1","Top",,,,,"621512",,,4.948535523839774,-132.2596809974663,-6.811424701326264,5.253255453243216,25.67736564958089,-27.929667410732765,"3.26","1.48",,,,"92.1","2705","6.8",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.71",,,"0","1","0","0",,"3","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","148","0.011","-0.061"
"SL","2021-06-21","93.2","-1.22","5.5","deGrom, Jacob",645277,594798,,"swinging_strike",,,,,"14","Ozzie Albies strikes out swinging.","R","L","R","NYM","ATL","S",,,"0","1",2021,"0.48","0.26","1.77","0.88",,,,"2","1","Top",,,,,"621512",,,6.649694051310753,-135.57796851027237,-6.733214229026482,4.597623442754975,27.85348898501574,-27.788155099778614,"3.26","1.48",,,,"93.9","2739","6.6",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.94",,,,,,,,"3","2","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","157","0","-0.024"
"FF","2021-06-21","99.3","-1.24","5.42","deGrom, Jacob",645277,594798,,"foul",,,,,"14","Ozzie Albies strikes out swinging.","R","L","R","NYM","ATL","S",,,"0","0",2021,"-0.61","1.18","1.07","2.05",,,,"2","1","Top",,,,,"621512",,,7.83259477645273,-144.45984504761034,-6.689841860373395,-10.237566202243176,30.987756828936025,-14.255177287512797,"3.26","1.48","390","106.8","28","100.9","2251","7",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.51",,,,,,,,"3","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","213","0","-0.018"
"FF","2021-06-21","100.4","-1.32","5.5","deGrom, Jacob",518692,594798,"field_out","hit_into_play",,,,,"12","Freddie Freeman flies out to left fielder Dominic Smith.","R","L","R","NYM","ATL","X","7","fly_ball","1","0",2021,"-0.67","1.13","0.13","3.89",,,,"1","1","Top",55.23,81.5,,,"621512",,,5.637984032111722,-146.19177338767756,-1.814468728569297,-10.863343001261004,33.05367855836566,-15.725622849359825,"3.58","1.68","339","88.4","40","101.2","2334","6.6",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.89","0.003","0.003","0","1","0","0","3","2","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","216","0.018","-0.189"
"FF","2021-06-21","100.1","-1.25","5.5","deGrom, Jacob",518692,594798,,"ball",,,,,"12","Freddie Freeman flies out to left fielder Dominic Smith.","R","L","R","NYM","ATL","B",,,"0","0",2021,"-0.74","1.1","1.27","3.50",,,,"1","1","Top",,,,,"621512",,,8.767768005520638,-145.56343122023367,-2.7725467108671817,-12.546912362468905,32.776733350075276,-16.10395983594418,"3.69","1.68",,,,"101.1","2319","6.8",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.74",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","216","0","0.026"
"FF","2021-06-21","100.5","-1.21","5.45","deGrom, Jacob",660670,594798,"strikeout","swinging_strike",,,,,"3","Ronald Acuna strikes out swinging.","R","R","R","NYM","ATL","S","2",,"0","2",2021,"-0.57","1.14","0.82","3.05",,,,"0","1","Top",,,,,"621512",,,7.0963541128756376,-146.28849628797408,-4.069232815687256,-9.883075725347927,33.73388873207033,-15.077996263846925,"3.37","1.53",,,,"102.1","2311","7.1",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.43",,,"0","1","0","0",,"1","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","217","0.025","-0.152"
"FF","2021-06-21","99.6","-1.29","5.42","deGrom, Jacob",660670,594798,,"foul",,,,,"12","Ronald Acuna strikes out swinging.","R","R","R","NYM","ATL","S",,,"0","1",2021,"-0.59","1.23","0.89","3.05",,,,"0","1","Top",,,,,"621512",,,7.46294393616599,-144.82491124035406,-4.006524135685633,-10.147438087403419,34.750448161945,-14.196905225000993,"3.37","1.53",,,,"100.6","2434","7",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.55",,,,,,,,"1","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","209","0","-0.052"
"FF","2021-06-21","100.1","-1.34","5.55","deGrom, Jacob",660670,594798,,"called_strike",,,,,"6","Ronald Acuna strikes out swinging.","R","R","R","NYM","ATL","S",,,"0","0",2021,"-0.64","1.33","0.82","2.52",,,,"0","1","Top",,,,,"621512",,,7.537469346856138,-145.55074708931122,-6.141585094682953,-10.851384015296444,35.561923957441344,-12.048571493608293,"3.48","1.58",,,,"100.9","2390","6.9",633760,594798,"621512","624413","606299","542340","596019","642086","546991","607680","53.64",,,,,,,,"1","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","214","0","-0.038"
"FF","2021-06-16","99.9","-1.18","5.37","deGrom, Jacob",476594,594798,"strikeout","called_strike",,,,,"9","Robert Stock called out on strikes.","R","L","R","NYM","CHC","S","2",,"1","2",2021,"-0.98","1.5","0.67","1.54",,,,"2","3","Top",,,,,"621512",,,7.472938005337077,-145.03662639638875,-8.750643416549204,-15.644227801101184,35.69808701279318,-9.15495622700582,"3.46","1.65",,,,"100.6","2593","6.9",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.57",,,"0","1","0","0",,"19","4","4-Seam Fastball","2","0","0","2","0","2","0","2","Standard","Standard","220","0.01","-0.073"
"SL","2021-06-16","89.5","-1.22","5.6","deGrom, Jacob",476594,594798,,"ball",,,,,"14","Robert Stock called out on strikes.","R","L","R","NYM","CHC","B",,,"0","2",2021,"0.52","0.17","0.23","1.08",,,,"2","3","Top",,,,,"621512",,,2.478812352696268,-130.3655688112238,-5.5730986477088065,5.438813226864119,26.873351322379783,-29.34367029453066,"3.3","1.52",,,,"90.2","2808","6.6",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.86",,,,,,,,"19","3","Slider","2","0","0","2","0","2","0","2","Standard","Standard","95","0","0.011"
"SL","2021-06-16","91.7","-1.2","5.53","deGrom, Jacob",476594,594798,,"swinging_strike",,,,,"8","Robert Stock called out on strikes.","R","L","R","NYM","CHC","S",,,"0","1",2021,"0.37","0.35","-0.02","1.69",,,,"2","3","Top",,,,,"621512",,,2.19917707128605,-133.6314424231852,-4.705539502351476,4.022894276448367,26.57098269500028,-27.227110514391523,"3.41","1.56",,,,"92.7","2702","6.7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.85",,,,,,,,"19","2","Slider","2","0","0","2","0","2","0","2","Standard","Strategic","148","0","-0.024"
"FF","2021-06-16","100.0","-1.35","5.4","deGrom, Jacob",476594,594798,,"foul",,,,,"2","Robert Stock called out on strikes.","R","L","R","NYM","CHC","S",,,"0","0",2021,"-0.76","1.5","-0.04","2.92",,,,"2","3","Top",,,,,"621512",,,5.4315475012551095,-145.4356147733798,-4.973933150530373,-12.08142261800857,37.14928035388909,-9.904733701543666,"3.41","1.56","64","103.1","0","99.9","2505","6.5",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","54.02",,,,,,,,"19","1","4-Seam Fastball","2","0","0","2","0","2","0","2","Standard","Standard","220","0","-0.018"
"SL","2021-06-16","91.4","-1.33","5.47","deGrom, Jacob",446653,594798,"strikeout","swinging_strike",,,,,"5","Jose Lobaton strikes out swinging.","R","L","R","NYM","CHC","S","2",,"3","2",2021,"0.41","0.52","-0.09","2.21",,,,"1","3","Top",,,,,"621512",,,2.256130374605666,-133.00573526050704,-3.3945251611209213,4.251411732740545,32.894715857819264,-25.530812340748962,"3.41","1.56",,,,"91.4","2545","6.6",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.86",,,"0","1","0","0",,"18","7","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","178","0.017","-0.212"
"SL","2021-06-16","89.8","-1.09","5.53","deGrom, Jacob",446653,594798,,"foul",,,,,"3","Jose Lobaton strikes out swinging.","R","L","R","NYM","CHC","S",,,"3","2",2021,"0.11","0.4","0.61","2.84",,,,"1","3","Top",,,,,"621512",,,3.9831097410742755,-130.7926183054212,-1.547186862300479,0.5138063435783817,26.565966690364885,-27.495363543510923,"3.41","1.56","205","74.7","23","90.3","2629","6.4",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","54.07",,,,,,,,"18","6","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","145","0","0"
"FF","2021-06-16","98.6","-1.21","5.43","deGrom, Jacob",446653,594798,,"foul",,,,,"3","Jose Lobaton strikes out swinging.","R","L","R","NYM","CHC","S",,,"3","1",2021,"-0.79","1.64","0.56","3.10",,,,"1","3","Top",,,,,"621512",,,6.70780138089931,-143.366503441909,-4.672885073440959,-12.532610437388884,36.76786244709282,-8.688521280759117,"3.41","1.56","157","102.4","72","98.9","2457","6.7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.77",,,,,,,,"18","5","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","217","0","-0.065"
"FF","2021-06-16","98.0","-1.32","5.43","deGrom, Jacob",446653,594798,,"ball",,,,,"13","Jose Lobaton strikes out swinging.","R","L","R","NYM","CHC","B",,,"2","1",2021,"-0.98","1.73","-1.10","1.61",,,,"1","3","Top",,,,,"621512",,,2.9089703717248194,-142.37872892687744,-8.856617193814925,-14.01283421307702,36.89025352053155,-6.738710404783564,"3.48","1.78",,,,"98.3","2521","6.8",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.66",,,,,,,,"18","4","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","215","0","0.083"
"FF","2021-06-16","97.9","-1.29","5.38","deGrom, Jacob",446653,594798,,"swinging_strike",,,,,"4","Jose Lobaton strikes out swinging.","R","L","R","NYM","CHC","S",,,"2","0",2021,"-0.8","1.59","-0.43","2.57",,,,"1","3","Top",,,,,"621512",,,4.195895295028419,-142.3457861151192,-5.760269890359581,-11.79305252406028,35.125967256110364,-9.532898822373427,"3.41","1.56",,,,"98.4","2507","6.8",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.73",,,,,,,,"18","3","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","214","0","-0.044"
"FF","2021-06-16","98.7","-1.27","5.41","deGrom, Jacob",446653,594798,,"ball",,,,,"12","Jose Lobaton strikes out swinging.","R","L","R","NYM","CHC","B",,,"1","0",2021,"-0.84","1.62","1.35","3.48",,,,"1","3","Top",,,,,"621512",,,9.215888910407566,-143.37405077015808,-3.5959150789139676,-13.688567035372325,33.31599638255585,-9.21237267136046,"3.54","1.81",,,,"99.9","2511","7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.46",,,,,,,,"18","2","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","224","0","0.05"
"FF","2021-06-16","99.2","-1.21","5.38","deGrom, Jacob",446653,594798,,"ball",,,,,"12","Jose Lobaton strikes out swinging.","R","L","R","NYM","CHC","B",,,"0","0",2021,"-0.89","1.66","1.27","2.70",,,,"1","3","Top",,,,,"621512",,,8.939630542664524,-144.1230163213367,-5.773458089652081,-14.576718750145428,35.33900322339103,-7.926994793185424,"3.51","1.73",,,,"99.7","2506","6.8",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.71",,,,,,,,"18","1","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","218","0","0.026"
"SL","2021-06-16","89.7","-1.14","5.57","deGrom, Jacob",519299,594798,"strikeout","called_strike",,,,,"9","Eric Sogard called out on strikes.","R","L","R","NYM","CHC","S","2",,"2","2",2021,"0.46","0.11","0.78","1.44",,,,"0","3","Top",,,,,"621512",,,3.794427477125013,-130.55125836398548,-4.4372719066856785,4.298189167483183,30.668391029931044,-30.062903341863645,"3","1.52",,,,"90","2701","6.7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.79",,,"0","1","0","0",,"17","6","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","144","0.024","-0.216"
"FF","2021-06-16","99.1","-1.17","5.45","deGrom, Jacob",519299,594798,,"foul",,,,,"3","Eric Sogard called out on strikes.","R","L","R","NYM","CHC","S",,,"2","2",2021,"-0.8","1.54","0.52","3.41",,,,"0","3","Top",,,,,"621512",,,6.593865733031971,-144.12407722888221,-3.7718311022034006,-12.706988458228743,36.38884613515426,-10.153194837332796,"3.3","1.5","198","78.6","62","100.4","2495","7.2",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.29",,,,,,,,"17","5","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","212","0","0"
"SL","2021-06-16","90.3","-1.18","5.57","deGrom, Jacob",519299,594798,,"foul_tip",,,,,"14","Eric Sogard called out on strikes.","R","L","R","NYM","CHC","S",,,"2","1",2021,"0.54","0.23","1.04","1.85",,,,"0","3","Top",,,,,"621512",,,4.375447811369608,-131.5660371965111,-3.884283701479619,5.54016722542408,24.994289093071263,-28.92798877685976,"3.3","1.5",,,,"90.9","2716","6.4",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","54.12",,,,,,,,"17","4","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","127","0","-0.066"
"SL","2021-06-16","91.8","-1.16","5.48","deGrom, Jacob",519299,594798,,"ball",,,,,"14","Eric Sogard called out on strikes.","R","L","R","NYM","CHC","B",,,"1","1",2021,"0.43","0.3","1.69","1.04",,,,"0","3","Top",,,,,"621512",,,6.374684028088052,-133.4766555466896,-6.136202481402016,3.8914999689866385,27.44340904655037,-27.433657197676983,"3.03","1.5",,,,"93.1","2651","7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.5",,,,,,,,"17","3","Slider","2","0","0","2","0","2","0","2","Infield shift","Standard","166","0","0.052"
"FF","2021-06-16","99.5","-1.26","5.49","deGrom, Jacob",519299,594798,,"ball",,,,,"12","Eric Sogard called out on strikes.","R","L","R","NYM","CHC","B",,,"0","1",2021,"-0.74","1.45","0.86","3.38",,,,"0","3","Top",,,,,"621512",,,7.652849192709851,-144.69141188006884,-3.8085113672103628,-12.21065966750883,34.05803914687671,-11.146922989623667,"2.98","1.57",,,,"100.6","2584","7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.54",,,,,,,,"17","2","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","215","0","0.027"
"FF","2021-06-16","99.3","-1.15","5.53","deGrom, Jacob",519299,594798,,"called_strike",,,,,"12","Eric Sogard called out on strikes.","R","L","R","NYM","CHC","S",,,"0","0",2021,"-0.74","1.48","0.34","3.33",,,,"0","3","Top",,,,,"621512",,,5.868480019510325,-144.53811423673244,-4.161684562338798,-11.7170909651651,32.889128878160754,-10.570895195737089,"2.95","1.36",,,,"100.6","2398","6.9",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.57",,,,,,,,"17","1","4-Seam Fastball","2","0","0","2","0","2","0","2","Infield shift","Standard","211","0","-0.038"
"SL","2021-06-16","93.0","-1.32","5.52","deGrom, Jacob",542364,594798,"strikeout","called_strike",,,,,"7","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S","2",,"3","2",2021,"0.24","0.57","-0.52","1.90",,,,"2","2","Top",,,,,"621512",,,1.5163981855174071,-135.48415480923512,-4.817245826146179,2.6284799372080943,29.61339271231432,-24.259273477815626,"3.46","1.62",,,,"93.4","2594","6.5",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","54.01",,,"0","1","0","0",,"10","11","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","181","0.01","-0.134"
"FF","2021-06-16","100.5","-1.07","5.46","deGrom, Jacob",542364,594798,,"foul",,,,,"14","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S",,,"3","2",2021,"-0.91","1.37","1.16","2.30",,,,"2","2","Top",,,,,"621512",,,8.436827767592012,-146.03756331020273,-6.715431572804066,-15.055692449278158,35.04534362858491,-11.102519921688248,"3.32","1.51","277","93.3","23","101.5","2420","6.9",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.56",,,,,,,,"10","10","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","221","0","0"
"SL","2021-06-16","92.2","-1.18","5.52","deGrom, Jacob",542364,594798,,"foul",,,,,"6","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S",,,"3","2",2021,"0.32","0.28","0.51","2.14",,,,"2","2","Top",,,,,"621512",,,3.636732836271432,-134.33315719803034,-3.4704647210514192,3.1316900983571245,26.263558573831737,-28.227744750198685,"3.32","1.51","281","85.4","43","93.4","2631","6.7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.77",,,,,,,,"10","9","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","140","0","0"
"CH","2021-06-16","91.1","-1.07","5.36","deGrom, Jacob",542364,594798,,"ball",,,,,"14","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","B",,,"2","2",2021,"-1.24","0.09","0.30","0.54",,,,"2","2","Top",,,,,"621512",,,6.203805155208215,-132.52342141878609,-6.5204904344102825,-15.948960862623405,26.659857180576036,-29.916141847415947,"3.35","1.52",,,,"92.6","1685","7.1",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.42",,,,,,,,"10","8","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","238","0","0.043"
"FF","2021-06-16","100.5","-1.15","5.41","deGrom, Jacob",542364,594798,,"foul",,,,,"2","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S",,,"2","2",2021,"-0.98","1.39","-0.19","2.80",,,,"2","2","Top",,,,,"621512",,,5.031998996683274,-146.259339881665,-5.23330884739572,-15.314327913456822,36.065219067704305,-11.166939401837112,"3.32","1.51","182","80.4","15","101.2","2539","6.8",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.72",,,,,,,,"10","7","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","217","0","0"
"SL","2021-06-16","90.3","-1.06","5.55","deGrom, Jacob",542364,594798,,"ball",,,,,"14","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","B",,,"1","2",2021,"0.42","0.13","1.48","2.08",,,,"2","2","Top",,,,,"621512",,,5.4550459479734315,-131.47787801347582,-3.01243456518058,3.832029865775654,26.217111455940717,-30.256965399074765,"3.35","1.57",,,,"91","2799","6.6",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.93",,,,,,,,"10","6","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","107","0","0.018"
"CH","2021-06-16","92.3","-1.03","5.42","deGrom, Jacob",542364,594798,,"ball",,,,,"14","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","B",,,"0","2",2021,"-1.42","0.73","0.89","0.21",,,,"2","2","Top",,,,,"621512",,,8.061147613895136,-134.07457164374395,-9.16454660400975,-18.858488195650235,26.33336330086741,-21.64060445947282,"3.4","1.68",,,,"93.8","1680","7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.45",,,,,,,,"10","5","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","236","0","0.011"
"SL","2021-06-16","91.8","-1.14","5.59","deGrom, Jacob",542364,594798,,"foul",,,,,"14","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S",,,"0","2",2021,"0.39","0.14","1.08","1.21",,,,"2","2","Top",,,,,"621512",,,4.817783244509687,-133.62365645217164,-5.570465644376801,3.6644160641761316,28.978830886795482,-29.545700337788173,"3.32","1.51",,,,"92.5","2867","6.7",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.79",,,,,,,,"10","4","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","119","0","0"
"SL","2021-06-16","91.1","-1.24","5.5","deGrom, Jacob",542364,594798,,"foul",,,,,"9","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S",,,"0","2",2021,"0.44","-0.04","0.61","1.41",,,,"2","2","Top",,,,,"621512",,,3.718369297116452,-132.72197019570302,-4.36849733072226,4.459438792431654,27.450978729422555,-31.89087390319416,"3.32","1.51","4","104.7","-21","92.2","2639","6.8",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.69",,,,,,,,"10","3","Slider","0","0","0","0","0","0","0","0","Infield shift","Standard","137","0","0"
"FF","2021-06-16","99.6","-1.16","5.44","deGrom, Jacob",542364,594798,,"called_strike",,,,,"9","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S",,,"0","1",2021,"-0.79","1.49","0.69","2.05",,,,"2","2","Top",,,,,"621512",,,6.995610016410879,-144.71211488923,-7.4174822926661115,-12.750778103966233,36.25944398818333,-9.691700750790766,"3.38","1.6",,,,"100.2","2476","6.9",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.64",,,,,,,,"10","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","220","0","-0.024"
"FF","2021-06-16","100.4","-1.1","5.43","deGrom, Jacob",542364,594798,,"foul",,,,,"6","Rafael Ortega called out on strikes.","R","L","R","NYM","CHC","S",,,"0","0",2021,"-0.98","1.4","0.33","2.56",,,,"2","2","Top",,,,,"621512",,,6.360245523899433,-145.78399091372253,-5.845521205640483,-15.531271359386691,40.43230885390528,-11.077610180892808,"3.32","1.51","74","75.6","81","100.5","2366","6.9",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.6",,,,,,,,"10","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","214","0","-0.018"
"FF","2021-06-16","100.7","-0.98","5.49","deGrom, Jacob",621550,594798,"strikeout","swinging_strike",,,,,"14","Patrick Wisdom strikes out swinging.","R","R","R","NYM","CHC","S","2",,"2","2",2021,"-0.58","1.32","1.66","2.48",,,,"1","2","Top",,,,,"621512",,,8.77073227638719,-146.23456777412733,-6.162895687040784,-10.512686346032082,37.17118622615651,-11.929258179774074,"3.47","1.59",,,,"101.3","2434","6.9",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.6",,,"0","1","0","0",,"9","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","218","0.017","-0.142"
"FF","2021-06-16","100.6","-1.07","5.49","deGrom, Jacob",621550,594798,,"ball",,,,,"12","Patrick Wisdom strikes out swinging.","R","R","R","NYM","CHC","B",,,"1","2",2021,"-0.78","1.43","1.39","2.89",,,,"1","2","Top",,,,,"621512",,,8.788950185493738,-146.19980338774675,-5.299210585643248,-13.281028312411467,35.906231872005065,-10.621301460996795,"3.51","1.62",,,,"101.8","2442","7.1",633630,594798,"621512","624413","641645","542340","596019","642086","607680","641856","53.42",,,,,,,,"9","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","210","0","0.028"
